=================================================
UTKU-PSO Results: Top-50000 Patterns
Parameters: k=50000, minProb=0,7000, pop_size=20, iterations=10000
=================================================
Rank   Pattern                                  Expected Util   Exist Prob     
31625  {46, 9, 49}                              1963.8208       0.999990       
31626  {9, 15, 27, 20}                          1963.7409       0.999920       
31627  {70, 19, 51, 42}                         1963.7224       0.999977       
31628  {46, 15, 70, 44, 38}                     1963.6942       0.999526       
31629  {9, 15, 54, 13, 3}                       1963.5550       0.999463       
31630  {46, 2, 19, 13, 29}                      1963.4035       0.998914       
31631  {46, 21, 27, 44, 3}                      1963.4009       0.999817       
31632  {46, 2, 3, 40}                           1963.3739       1.000000       
31633  {39, 68, 31}                             1963.3703       1.000000       
31634  {46, 11, 42, 75}                         1963.2932       0.999965       
31635  {46, 50, 9, 44, 23}                      1963.2688       0.999099       
31636  {50, 71, 25, 1}                          1963.2549       0.999787       
31637  {46, 5, 55, 48}                          1963.1934       1.000000       
31638  {50, 21, 27, 24}                         1963.1485       0.999997       
31639  {46, 9, 51, 42, 31}                      1963.1175       0.999475       
31640  {46, 43, 48}                             1963.1149       1.000000       
31641  {46, 21, 27, 71, 17}                     1962.9109       0.997653       
31642  {50, 11, 34, 64}                         1962.8802       1.000000       
31643  {46, 2, 25, 75}                          1962.8712       0.999673       
31644  {50, 21, 74, 24}                         1962.8659       1.000000       
31645  {21, 39, 68, 29}                         1962.8313       0.999999       
31646  {46, 21, 54, 39, 25}                     1962.8046       0.994205       
31647  {46, 27, 71, 65}                         1962.8011       0.998752       
31648  {15, 21, 69, 3}                          1962.6999       0.999997       
31649  {50, 34, 75, 58}                         1962.6263       0.999999       
31650  {13, 17}                                 1962.5958       1.000000       
31651  {46, 11, 7, 55}                          1962.5700       0.999991       
31652  {21, 51, 55}                             1962.5400       1.000000       
31653  {46, 50, 15, 74, 31}                     1962.4752       0.994853       
31654  {50, 15, 27, 75}                         1962.4475       0.999395       
31655  {46, 70, 54, 11, 56}                     1962.4093       0.999837       
31656  {46, 34, 74, 1, 29}                      1962.3607       0.999972       
31657  {46, 9, 54, 27, 38}                      1962.3507       0.999235       
31658  {70, 2, 25, 7, 44}                       1962.1646       0.999915       
31659  {9, 1, 47}                               1962.1111       1.000000       
31660  {46, 2, 5, 69, 44}                       1961.8056       0.999719       
31661  {46, 11, 17, 36}                         1961.6446       1.000000       
31662  {46, 50, 2, 3, 38}                       1961.6216       0.998685       
31663  {15, 34, 25, 55}                         1961.4757       1.000000       
31664  {46, 34, 60, 52, 62}                     1961.4478       1.000000       
31665  {46, 50, 39, 64}                         1961.4238       0.999971       
31666  {70, 13, 44, 3}                          1961.3617       1.000000       
31667  {46, 15, 71, 19, 48}                     1961.1518       0.998250       
31668  {46, 50, 2, 42, 64}                      1961.1336       0.999711       
31669  {9, 34, 42, 44, 52}                      1961.1226       1.000000       
31670  {46, 54, 25, 68, 31}                     1961.0899       0.999823       
31671  {46, 50, 34, 25, 69}                     1961.0397       0.997580       
31672  {46, 2, 19, 25, 66}                      1960.9894       0.999691       
31673  {46, 54, 13, 12}                         1960.8887       0.999871       
31674  {70, 21, 54, 27, 7}                      1960.8454       0.998779       
31675  {46, 25, 16, 17}                         1960.7195       0.999998       
31676  {70, 54, 19, 14}                         1960.6883       0.999977       
31677  {46, 2, 5, 75}                           1960.6154       0.999788       
31678  {46, 21, 11, 48, 66}                     1960.5186       0.999982       
31679  {46, 19, 5, 44, 31}                      1960.3391       0.999998       
31680  {46, 9, 5, 3, 23}                        1960.3334       0.999999       
31681  {15, 70, 21, 74, 52}                     1960.3021       0.999494       
31682  {15, 4}                                  1959.9618       1.000000       
31683  {46, 15, 54, 27, 39}                     1959.7798       0.988877       
31684  {15, 11, 25, 72}                         1959.5439       1.000000       
31685  {54, 39, 32}                             1959.4443       1.000000       
31686  {70, 69, 62}                             1959.4107       1.000000       
31687  {46, 21, 27, 19, 36}                     1959.3025       0.999992       
31688  {70, 11, 14, 60}                         1959.2505       1.000000       
31689  {46, 13, 25, 44, 52}                     1959.0428       0.999989       
31690  {54, 13, 68, 48}                         1958.9419       1.000000       
31691  {46, 50, 74, 68, 48}                     1958.8501       0.999551       
31692  {46, 50, 15, 13, 5}                      1958.8426       0.993109       
31693  {46, 11, 27, 1, 58}                      1958.7316       0.999640       
31694  {9, 19, 5, 23}                           1958.7221       1.000000       
31695  {70, 2, 27, 68}                          1958.6052       0.999514       
31696  {70, 2, 13, 68}                          1958.5843       0.999687       
31697  {46, 34, 1, 12}                          1958.3973       0.999991       
31698  {50, 15, 54, 74, 17}                     1958.1846       0.998861       
31699  {46, 2, 54, 27, 3}                       1958.1631       0.995710       
31700  {46, 50, 9, 7, 60, 52}                   1958.1559       0.998475       
31701  {46, 15, 13, 74, 5}                      1958.1511       0.998743       
31702  {46, 15, 54, 71, 58}                     1957.9677       0.993850       
31703  {46, 50, 9, 54, 39}                      1957.8309       0.981801       
31704  {50, 58, 24}                             1957.7089       1.000000       
31705  {9, 73, 68, 7}                           1957.6513       0.999999       
31706  {2, 21, 13, 31}                          1957.6232       0.999959       
31707  {9, 27, 73, 66}                          1957.5371       1.000000       
31708  {46, 54, 3, 72}                          1957.3261       1.000000       
31709  {15, 34, 14, 3}                          1957.2978       1.000000       
31710  {46, 11, 34, 19, 38}                     1957.2662       0.999961       
31711  {46, 9, 5, 42, 14}                       1957.2579       0.999924       
31712  {50, 15, 54, 25, 3}                      1957.2033       0.998854       
31713  {50, 74, 48, 66}                         1957.1583       1.000000       
31714  {46, 9, 70, 16, 52}                      1957.1476       0.998178       
31715  {46, 54, 34, 1, 3}                       1957.1260       0.999676       
31716  {46, 2, 42, 75}                          1957.0848       0.999823       
31717  {9, 2, 25, 58, 31}                       1957.0702       0.999978       
31718  {46, 11, 51, 69}                         1957.0619       0.999449       
31719  {46, 19, 68, 56}                         1956.9406       1.000000       
31720  {46, 9, 75, 55}                          1956.9317       0.999956       
31721  {46, 19, 25, 64}                         1956.9117       1.000000       
31722  {46, 15, 68, 52, 62}                     1956.8537       0.999988       
31723  {46, 50, 16, 40}                         1956.8525       1.000000       
31724  {46, 50, 70, 21, 62}                     1956.8288       0.995693       
31725  {46, 27, 74, 32}                         1956.8131       0.999974       
31726  {46, 28, 60, 29}                         1956.7418       1.000000       
31727  {54, 13, 23}                             1956.6574       1.000000       
31728  {46, 9, 15, 21, 39}                      1956.6530       0.982937       
31729  {9, 54, 65, 17}                          1956.6512       0.999998       
31730  {70, 54, 11, 52, 29}                     1956.5030       0.999980       
31731  {50, 54, 11, 34, 19}                     1956.4392       0.997727       
31732  {54, 11, 26}                             1956.1797       1.000000       
31733  {50, 27, 26}                             1956.0425       0.999984       
31734  {9, 70, 27, 68, 29}                      1956.0385       0.999905       
31735  {46, 27, 39, 75}                         1956.0123       0.999520       
31736  {46, 2, 21, 5, 60}                       1956.0075       0.998222       
31737  {46, 9, 42, 16, 58}                      1955.9536       0.999846       
31738  {46, 50, 18, 66}                         1955.9509       0.999974       
31739  {46, 9, 44, 17, 66}                      1955.9492       1.000000       
31740  {46, 2, 21, 34, 44}                      1955.8530       0.997707       
31741  {46, 2, 75, 7}                           1955.8175       0.999828       
31742  {46, 54, 11, 32}                         1955.7693       0.999725       
31743  {70, 44, 52, 29}                         1955.5238       1.000000       
31744  {46, 39, 25, 12}                         1955.4830       0.999919       
31745  {46, 50, 27, 68, 44}                     1955.4336       0.998223       
31746  {54, 11, 51, 68}                         1955.3679       0.999960       
31747  {46, 50, 25, 1, 52}                      1955.2411       0.998908       
31748  {46, 9, 25, 5, 14}                       1955.2110       0.999840       
31749  {46, 21, 54, 11, 1}                      1955.1983       0.994850       
31750  {46, 19, 52, 24}                         1955.1032       1.000000       
31751  {46, 21, 54, 1, 17}                      1955.0257       0.999020       
31752  {9, 2, 34, 24}                           1954.9963       0.999998       
31753  {46, 50, 27, 25, 56}                     1954.8506       0.999960       
31754  {50, 15, 21, 54, 74}                     1954.8335       0.994123       
31755  {46, 9, 27, 5, 14}                       1954.6310       0.999520       
31756  {46, 50, 42, 20}                         1954.5865       0.999793       
31757  {46, 54, 44, 64}                         1954.4806       1.000000       
31758  {15, 21, 32}                             1954.4784       0.999999       
31759  {46, 15, 21, 52, 36}                     1954.3921       0.999994       
31760  {70, 11, 27, 23}                         1954.3764       0.999999       
31761  {2, 34, 68, 48}                          1954.2286       1.000000       
31762  {46, 54, 11, 43}                         1954.2211       0.999428       
31763  {46, 9, 51, 52, 3}                       1954.1835       0.999757       
31764  {50, 34, 12, 44}                         1954.1389       1.000000       
31765  {46, 50, 70, 68, 38}                     1954.1341       0.998538       
31766  {46, 73, 60, 17}                         1954.0643       0.999998       
31767  {9, 27, 26}                              1954.0615       1.000000       
31768  {46, 54, 34, 52, 36}                     1954.0567       1.000000       
31769  {15, 54, 34, 5, 44}                      1954.0546       0.999938       
31770  {15, 21, 28, 52}                         1953.9762       0.999998       
31771  {11, 71, 52, 29}                         1953.8438       1.000000       
31772  {46, 39, 19, 25, 52}                     1953.5857       0.999631       
31773  {46, 34, 13, 55}                         1953.5022       0.999972       
31774  {2, 27, 34, 23}                          1953.4227       0.999999       
31775  {21, 1, 12}                              1953.3778       1.000000       
31776  {46, 19, 68, 24}                         1953.3529       1.000000       
31777  {9, 15, 27, 3, 66}                       1953.3333       0.999995       
31778  {15, 51, 36}                             1953.3235       1.000000       
31779  {15, 25, 43}                             1953.2791       1.000000       
31780  {54, 25, 52, 48}                         1953.2468       1.000000       
31781  {46, 50, 9, 5, 7, 60}                    1953.0985       0.997526       
31782  {50, 9, 47, 20}                          1953.0713       0.999991       
31783  {46, 54, 67}                             1953.0165       0.999557       
31784  {46, 54, 18, 20}                         1952.9783       0.999997       
31785  {46, 9, 71, 42, 48}                      1952.6765       0.999370       
31786  {46, 9, 34, 73, 58}                      1952.5588       0.998744       
31787  {50, 21, 27, 65}                         1952.4954       0.999471       
31788  {46, 50, 19, 13, 44}                     1952.4356       0.997853       
31789  {46, 15, 11, 52, 56}                     1952.3096       0.999999       
31790  {46, 9, 54, 38, 62}                      1952.2302       0.999996       
31791  {46, 9, 2, 42, 64}                       1952.2065       0.999975       
31792  {70, 54, 27, 58, 29}                     1952.0757       0.999974       
31793  {46, 50, 2, 25, 69}                      1951.8295       0.992723       
31794  {46, 27, 73, 65}                         1951.8135       0.999363       
31795  {46, 70, 12, 44}                         1951.7721       0.999966       
31796  {9, 15, 70, 17, 38}                      1951.6371       0.999984       
31797  {46, 27, 19, 12}                         1951.5156       0.999953       
31798  {19, 25, 16}                             1951.5121       1.000000       
31799  {15, 70, 19, 69}                         1951.4281       0.999864       
31800  {46, 15, 65, 44}                         1951.3976       0.999658       
31801  {27, 74, 20}                             1951.3428       1.000000       
31802  {46, 50, 13, 68, 29}                     1951.3398       0.998633       
31803  {46, 9, 25, 14, 29}                      1951.1258       0.999963       
31804  {9, 34, 13, 60, 52}                      1950.7366       1.000000       
31805  {73, 33}                                 1950.7222       1.000000       
31806  {2, 51, 60, 52}                          1950.6446       1.000000       
31807  {46, 54, 68, 64}                         1950.4655       1.000000       
31808  {19, 25, 28}                             1950.4295       1.000000       
31809  {9, 21, 73, 65}                          1950.3806       0.999814       
31810  {46, 9, 19, 31, 23}                      1950.1298       0.999980       
31811  {54, 11, 27, 34, 19}                     1950.0693       0.999640       
31812  {50, 43, 52}                             1950.0095       1.000000       
31813  {46, 70, 19, 68, 66}                     1949.9665       0.999780       
31814  {46, 27, 68, 44, 58}                     1949.9273       0.999977       
31815  {46, 50, 34, 29, 23}                     1949.8898       0.999835       
31816  {46, 9, 11, 5, 40}                       1949.8139       1.000000       
31817  {46, 19, 13, 25, 68}                     1949.6789       0.999557       
31818  {50, 21, 11, 27, 25}                     1949.5414       0.997308       
31819  {46, 11, 68, 44, 52}                     1949.2661       0.999963       
31820  {9, 2, 25, 74, 42}                       1949.2553       0.999723       
31821  {2, 55, 3}                               1949.0385       1.000000       
31822  {2, 34, 39, 52}                          1948.8853       0.999940       
31823  {70, 21, 34, 19, 25}                     1948.8512       0.999495       
31824  {50, 25, 74, 69}                         1948.8216       0.999989       
31825  {46, 2, 27, 18}                          1948.6041       0.998813       
31826  {46, 50, 25, 42, 64}                     1948.5124       0.999998       
31827  {9, 19, 26}                              1948.4251       1.000000       
31828  {46, 9, 34, 19, 69}                      1948.2241       0.998822       
31829  {46, 54, 27, 74, 1}                      1948.2125       0.998740       
31830  {46, 50, 23, 72}                         1948.1974       1.000000       
31831  {46, 11, 34, 68, 62}                     1948.1436       0.999965       
31832  {2, 68, 38}                              1948.0430       1.000000       
31833  {21, 71, 24}                             1948.0180       1.000000       
31834  {70, 2, 73, 62}                          1947.8374       0.999958       
31835  {2, 21, 60, 62}                          1947.6335       1.000000       
31836  {70, 34, 25, 7, 48}                      1947.5675       1.000000       
31837  {70, 21, 11, 34, 68}                     1947.5498       0.999045       
31838  {70, 2, 34, 25, 48}                      1947.2149       0.999820       
31839  {15, 70, 2, 44, 17}                      1947.1925       0.999291       
31840  {46, 70, 2, 55}                          1947.1439       0.998307       
31841  {50, 73, 5, 44}                          1947.0837       0.999989       
31842  {46, 70, 25, 68, 66}                     1947.0557       0.999902       
31843  {15, 21, 11, 17, 3}                      1947.0263       0.999974       
31844  {46, 70, 34, 25, 1}                      1946.9183       0.998494       
31845  {21, 68, 7, 3}                           1946.9005       1.000000       
31846  {46, 21, 11, 27, 71}                     1946.7750       0.991638       
31847  {46, 50, 34, 48, 38}                     1946.5720       0.999966       
31848  {70, 34, 25, 12}                         1946.5572       1.000000       
31849  {46, 50, 1, 12}                          1946.4006       0.999603       
31850  {27, 39, 52, 48}                         1946.3622       1.000000       
31851  {46, 2, 60, 52, 17}                      1946.3020       0.999967       
31852  {15, 27, 26}                             1946.1907       0.999998       
31853  {46, 21, 16, 12}                         1946.1725       0.999933       
31854  {46, 50, 9, 17, 56}                      1946.1206       0.999993       
31855  {46, 71, 39, 3, 29}                      1946.1145       0.999519       
31856  {46, 19, 68, 52, 48}                     1945.9424       0.999999       
31857  {15, 51, 74, 1}                          1945.7420       0.999967       
31858  {46, 70, 2, 12}                          1945.6655       0.997777       
31859  {46, 9, 51, 52, 66}                      1945.5489       0.999924       
31860  {46, 5, 17, 38}                          1945.4107       1.000000       
31861  {46, 9, 70, 16, 29}                      1945.2691       0.998153       
31862  {46, 42, 16, 12}                         1945.1229       0.999999       
31863  {46, 54, 25, 1, 29}                      1945.1174       0.999795       
31864  {15, 70, 27, 14}                         1944.9645       0.999847       
31865  {54, 34, 25, 68, 7}                      1944.9387       0.999999       
31866  {15, 27, 25, 7, 29}                      1944.8768       0.999999       
31867  {9, 21, 27, 55}                          1944.8736       0.999974       
31868  {46, 50, 55, 44}                         1944.6591       0.999826       
31869  {54, 6}                                  1944.6224       1.000000       
31870  {46, 50, 34, 22}                         1944.5746       1.000000       
31871  {54, 19, 31, 52}                         1944.5314       1.000000       
31872  {46, 11, 27, 13, 29}                     1944.5214       0.999315       
31873  {70, 19, 68, 66}                         1944.4753       1.000000       
31874  {46, 15, 68, 17, 3}                      1944.4580       0.999942       
31875  {46, 19, 75, 31}                         1944.4495       0.999998       
31876  {2, 21, 51, 52}                          1944.4058       0.999902       
31877  {46, 9, 51, 5, 3}                        1944.3339       0.999480       
31878  {46, 70, 11, 44, 48}                     1944.2159       0.999703       
31879  {46, 11, 25, 44, 66}                     1944.0163       0.999997       
31880  {46, 50, 9, 65}                          1943.9805       0.995932       
31881  {46, 54, 1, 72}                          1943.9633       1.000000       
31882  {71, 39, 7, 44}                          1943.9332       0.999999       
31883  {46, 27, 34, 68, 17}                     1943.7888       0.999878       
31884  {46, 50, 9, 42, 69}                      1943.5805       0.996257       
31885  {46, 5, 75, 31}                          1943.5117       1.000000       
31886  {9, 21, 7, 12}                           1943.4802       1.000000       
31887  {21, 27, 34, 7, 48}                      1943.3866       1.000000       
31888  {46, 27, 39, 42, 29}                     1943.3807       0.999558       
31889  {46, 21, 48, 36}                         1943.3774       1.000000       
31890  {11, 25, 62}                             1943.3270       1.000000       
31891  {13, 25, 5, 58}                          1943.1744       1.000000       
31892  {2, 21, 56}                              1943.1501       1.000000       
31893  {9, 21, 65, 7}                           1943.0997       0.999984       
31894  {11, 68, 65}                             1943.0411       1.000000       
31895  {46, 21, 54, 17, 3}                      1943.0326       0.999747       
31896  {46, 27, 74, 58, 62}                     1942.9644       1.000000       
31897  {11, 16, 44}                             1942.9422       1.000000       
31898  {46, 50, 34, 71, 5}                      1942.8888       0.992367       
31899  {46, 15, 65, 3}                          1942.6926       0.999727       
31900  {46, 50, 9, 27, 72}                      1942.6571       0.999433       
31901  {9, 27, 74, 38}                          1942.4431       1.000000       
31902  {54, 14, 29}                             1942.1826       1.000000       
31903  {51, 12}                                 1942.1264       1.000000       
31904  {15, 21, 74, 14}                         1942.0609       0.999986       
31905  {70, 11, 34, 19, 42}                     1941.8775       0.999837       
31906  {46, 19, 74, 7, 31}                      1941.8131       0.999987       
31907  {50, 7, 31, 62}                          1941.7148       1.000000       
31908  {46, 15, 51, 60, 17}                     1941.6518       0.999571       
31909  {46, 21, 54, 13, 68}                     1941.6011       0.996508       
31910  {46, 34, 65, 58}                         1941.5308       0.999953       
31911  {46, 21, 14, 23}                         1941.4750       0.999999       
31912  {46, 21, 27, 39, 48}                     1941.4447       0.998304       
31913  {9, 15, 54, 64}                          1941.4360       1.000000       
31914  {70, 27, 34, 36}                         1941.4172       1.000000       
31915  {46, 50, 11, 74, 31}                     1941.3545       0.997704       
31916  {46, 54, 27, 71, 62}                     1941.3488       0.999064       
31917  {46, 21, 65, 7}                          1941.3254       0.999720       
31918  {15, 68, 17, 3}                          1941.2897       1.000000       
31919  {46, 50, 54, 31, 17}                     1941.2185       0.998582       
31920  {46, 50, 19, 25, 38}                     1941.0016       0.999560       
31921  {9, 54, 27, 43}                          1940.9530       0.999950       
31922  {46, 50, 15, 70, 21}                     1940.9237       0.976509       
31923  {46, 19, 65, 60}                         1940.9090       0.999974       
31924  {46, 15, 11, 52, 72}                     1940.8018       0.999979       
31925  {46, 9, 70, 74, 28}                      1940.7860       0.997482       
31926  {46, 54, 25, 66, 62}                     1940.7482       1.000000       
31927  {9, 25, 14, 58}                          1940.5706       1.000000       
31928  {46, 74, 58, 24}                         1940.4314       1.000000       
31929  {46, 2, 34, 29, 38}                      1940.4154       0.999963       
31930  {46, 50, 9, 62, 64}                      1940.3897       0.999999       
31931  {46, 27, 74, 29, 66}                     1940.3532       1.000000       
31932  {46, 54, 68, 29, 62}                     1940.2806       0.999999       
31933  {50, 9, 44, 56}                          1940.1889       1.000000       
31934  {25, 67}                                 1940.1747       1.000000       
31935  {46, 11, 5, 64}                          1940.0620       1.000000       
31936  {46, 50, 34, 25, 14}                     1940.0285       0.998595       
31937  {46, 11, 19, 44, 48}                     1939.8592       0.999976       
31938  {15, 11, 56}                             1939.7055       1.000000       
31939  {54, 27, 51, 17}                         1939.7002       0.999998       
31940  {46, 21, 11, 68, 17}                     1939.6265       0.999239       
31941  {54, 34, 19, 25, 52}                     1939.5749       0.999999       
31942  {11, 13, 25, 44}                         1939.5715       1.000000       
31943  {21, 11, 71, 62}                         1939.5196       0.999997       
31944  {46, 2, 27, 44, 17}                      1939.4459       0.999428       
31945  {50, 39, 19, 1}                          1939.3065       0.999687       
31946  {46, 11, 16, 60}                         1939.2058       0.999973       
31947  {50, 27, 25, 55}                         1939.1447       0.999980       
31948  {19, 7, 44}                              1939.1039       1.000000       
31949  {46, 70, 2, 34, 68}                      1939.0903       0.991988       
31950  {46, 5, 58, 31, 3}                       1938.7954       1.000000       
31951  {46, 9, 34, 25, 12}                      1938.7849       0.999546       
31952  {50, 70, 47, 7}                          1938.7406       0.999908       
31953  {50, 15, 19, 3, 29}                      1938.7250       0.999877       
31954  {46, 9, 11, 39, 60}                      1938.5392       0.997111       
31955  {15, 14, 66}                             1938.4670       1.000000       
31956  {46, 51, 3, 23}                          1938.4316       1.000000       
31957  {15, 19, 73, 74}                         1938.3876       0.999951       
31958  {46, 71, 73, 44}                         1938.3255       0.999253       
31959  {21, 25, 74, 14}                         1938.3172       1.000000       
31960  {50, 71, 68, 48}                         1938.2013       0.999967       
31961  {9, 2, 27, 72}                           1938.1312       1.000000       
31962  {46, 2, 73, 68}                          1938.0509       0.997879       
31963  {15, 19, 12}                             1937.8043       1.000000       
31964  {46, 54, 18, 60}                         1937.6241       0.999995       
31965  {54, 11, 5, 16}                          1937.4340       0.999998       
31966  {46, 2, 71, 14}                          1937.3854       0.998275       
31967  {46, 54, 25, 74, 14}                     1937.0691       0.999845       
31968  {46, 54, 7, 32}                          1936.9619       0.999970       
31969  {46, 15, 70, 21, 74}                     1936.7963       0.991110       
31970  {46, 69, 20}                             1936.7429       1.000000       
31971  {9, 34, 4}                               1936.6803       1.000000       
31972  {50, 54, 34, 18}                         1936.5148       0.999961       
31973  {70, 2, 14, 52}                          1936.4776       0.999994       
31974  {21, 34, 44, 66}                         1936.2713       1.000000       
31975  {54, 51, 58, 60}                         1936.1811       1.000000       
31976  {50, 70, 27, 5, 48}                      1936.1528       0.999757       
31977  {46, 70, 27, 55}                         1936.0851       0.999528       
31978  {70, 16, 20}                             1936.0334       1.000000       
31979  {46, 50, 9, 21, 23}                      1935.9992       0.994193       
31980  {15, 19, 14, 58}                         1935.8854       1.000000       
31981  {46, 9, 21, 19, 14}                      1935.8702       0.998397       
31982  {27, 19, 51, 7}                          1935.8697       1.000000       
31983  {46, 25, 6}                              1935.8480       0.999992       
31984  {46, 50, 70, 21, 31}                     1935.7769       0.991898       
31985  {46, 34, 74, 44, 17}                     1935.6759       0.999998       
31986  {50, 39, 3, 48}                          1935.6676       0.999999       
31987  {70, 27, 32}                             1935.5991       1.000000       
31988  {9, 15, 14, 44}                          1935.5789       0.999998       
31989  {46, 2, 51, 68}                          1935.5665       0.997980       
31990  {9, 2, 21, 34, 25}                       1935.4132       0.998094       
31991  {50, 19, 7, 38}                          1935.3891       1.000000       
31992  {50, 25, 60, 23}                         1935.3701       1.000000       
31993  {54, 19, 73, 29}                         1935.3140       1.000000       
31994  {46, 70, 19, 13, 44}                     1935.1563       0.998917       
31995  {46, 15, 70, 29, 36}                     1935.1253       0.999985       
31996  {46, 9, 25, 32}                          1935.1230       0.999839       
31997  {46, 9, 2, 25, 16}                       1934.9498       0.995628       
31998  {46, 9, 19, 32}                          1934.8567       0.999710       
31999  {9, 19, 5, 69}                           1934.8282       1.000000       
32000  {46, 50, 2, 75}                          1934.6811       0.996645       
32001  {2, 17, 66}                              1934.6107       1.000000       
32002  {46, 21, 27, 51, 25}                     1934.4718       0.996520       
32003  {9, 11, 25, 58, 17}                      1934.2537       1.000000       
32004  {50, 27, 34, 19, 5}                      1934.1500       0.999411       
32005  {50, 27, 25, 52, 3}                      1934.0217       0.999996       
32006  {50, 9, 74, 18}                          1933.8974       0.999968       
32007  {11, 60, 3}                              1933.8013       1.000000       
32008  {46, 2, 21, 54, 58}                      1933.7819       0.994056       
32009  {70, 21, 51, 1}                          1933.7451       0.999847       
32010  {27, 51, 16}                             1933.6140       1.000000       
32011  {15, 70, 27, 34, 19}                     1933.5447       0.998298       
32012  {70, 55, 44}                             1933.4904       1.000000       
32013  {50, 9, 21, 68, 3}                       1933.4479       0.999196       
32014  {70, 5, 26}                              1933.4422       1.000000       
32015  {46, 34, 68, 42, 62}                     1933.4197       1.000000       
32016  {50, 9, 2, 21, 34}                       1933.4176       0.990254       
32017  {50, 34, 16, 20}                         1933.2948       0.999997       
32018  {50, 15, 28, 17}                         1933.2586       0.999936       
32019  {11, 65, 44}                             1933.2279       1.000000       
32020  {46, 25, 65, 7}                          1933.0842       0.999976       
32021  {46, 71, 74, 24}                         1933.0313       0.999995       
32022  {46, 73, 42, 60}                         1932.7107       0.999992       
32023  {46, 52, 3, 23}                          1932.5405       1.000000       
32024  {46, 9, 54, 34, 19, 58}                  1932.5355       0.995918       
32025  {46, 27, 74, 42, 48}                     1932.4794       0.999988       
32026  {46, 21, 54, 71, 48}                     1932.4360       0.996868       
32027  {46, 13, 69, 3}                          1932.2885       0.999997       
32028  {46, 21, 75, 48}                         1932.2856       0.999992       
32029  {46, 9, 34, 25, 73}                      1932.2458       0.997269       
32030  {46, 9, 73, 65}                          1932.1995       0.998538       
32031  {50, 25, 5, 44, 52}                      1932.1488       1.000000       
32032  {46, 9, 15, 44, 36}                      1932.0177       0.999983       
32033  {9, 47, 31}                              1932.0116       1.000000       
32034  {46, 42, 7, 44, 29}                      1931.9984       1.000000       
32035  {11, 27, 73, 52}                         1931.9419       0.999999       
32036  {46, 15, 21, 60, 36}                     1931.8606       0.999991       
32037  {46, 9, 44, 52, 38}                      1931.7079       1.000000       
32038  {50, 2, 21, 64}                          1931.6199       0.999993       
32039  {46, 50, 12, 38}                         1931.5995       0.999985       
32040  {54, 42, 12}                             1931.3614       1.000000       
32041  {39, 69, 60}                             1931.2829       1.000000       
32042  {50, 21, 27, 25, 74}                     1931.2758       0.998762       
32043  {46, 54, 19, 31, 48}                     1931.2713       0.999958       
32044  {46, 70, 27, 74, 3}                      1931.2650       0.999117       
32045  {46, 70, 54, 3, 38}                      1931.1897       0.999905       
32046  {15, 60, 3, 29}                          1931.1220       1.000000       
32047  {46, 21, 16, 17}                         1931.0974       0.999907       
32048  {50, 15, 54, 11, 3}                      1931.0651       0.997508       
32049  {9, 13, 26}                              1931.0070       1.000000       
32050  {46, 50, 74, 68, 62}                     1931.0015       0.999783       
32051  {9, 21, 65, 58}                          1930.9956       0.999993       
32052  {70, 2, 34, 74, 60}                      1930.9821       0.999629       
32053  {33, 29}                                 1930.9652       1.000000       
32054  {46, 21, 74, 7, 31}                      1930.8870       0.999899       
32055  {9, 34, 68, 28}                          1930.8151       1.000000       
32056  {46, 39, 19, 73}                         1930.7776       0.998443       
32057  {9, 69, 14}                              1930.7309       1.000000       
32058  {46, 50, 5, 1, 52}                       1930.7257       0.999285       
32059  {27, 34, 39, 69}                         1930.6531       0.999985       
32060  {46, 34, 71, 25, 31}                     1930.5339       0.999294       
32061  {46, 50, 34, 71, 29}                     1930.5066       0.995147       
32062  {50, 21, 28, 44}                         1930.1390       0.999981       
32063  {46, 21, 54, 4}                          1930.0549       0.999417       
32064  {46, 68, 14, 48}                         1929.8342       1.000000       
32065  {27, 34, 32}                             1929.7896       1.000000       
32066  {27, 34, 44, 3}                          1929.7166       1.000000       
32067  {46, 70, 21, 27, 60}                     1929.7067       0.997020       
32068  {46, 15, 34, 3, 36}                      1929.6347       1.000000       
32069  {54, 34, 39, 51}                         1929.2930       0.999720       
32070  {46, 9, 11, 14, 29}                      1929.2907       0.999736       
32071  {54, 27, 31, 48}                         1929.1293       1.000000       
32072  {46, 21, 11, 16}                         1929.0309       0.998857       
32073  {46, 9, 65, 44}                          1929.0085       0.999737       
32074  {50, 34, 73, 68}                         1928.9703       0.999843       
32075  {46, 51, 16, 58}                         1928.9534       0.999958       
32076  {50, 21, 34, 25, 1}                      1928.9496       0.999267       
32077  {51, 1, 29}                              1928.9252       1.000000       
32078  {46, 9, 2, 44, 64}                       1928.7801       0.999988       
32079  {70, 34, 25, 5, 66}                      1928.7140       1.000000       
32080  {46, 9, 70, 16, 58}                      1928.3941       0.997588       
32081  {46, 70, 2, 44, 36}                      1928.3216       0.999892       
32082  {9, 15, 2, 71}                           1928.2753       0.994454       
32083  {50, 54, 7, 58, 66}                      1928.2427       1.000000       
32084  {50, 9, 21, 1, 48}                       1928.1565       0.999537       
32085  {9, 25, 68, 14}                          1928.1394       1.000000       
32086  {46, 54, 34, 43}                         1928.0857       0.999611       
32087  {50, 9, 18, 44}                          1927.9939       0.999995       
32088  {46, 2, 21, 34, 19}                      1927.9273       0.994262       
